SPEAKER_00:  Harry trades the same way he approaches life. Customize, don't compromise. Which is precisely why he uses the TD Active Trader platform. Because in a world of customizations, nothing compares to the deep customization capabilities of the TD Active Trader platform, where even custom customizations are, well, customized. Everything you need to live, breathe, trade. Visit td.com slash active trader to learn more. TD, ready for you.
SPEAKER_09:  Let's go.
SPEAKER_03:  So this is okay.
SPEAKER_03:  High five!
SPEAKER_03:  I don't know what it is.
SPEAKER_03:  I think that's a 19 to hit.
SPEAKER_09:  A 19 total?
SPEAKER_03:  total.
SPEAKER_09:  that this is an opportunity.
SPEAKER_03:  I'm going to try again.
SPEAKER_03:  That definitely hits. That's 19 plus.
SPEAKER_09:  Yeah, that hits.
SPEAKER_03:  So.
SPEAKER_03:  That is...
SPEAKER_03:  And now... Case...
SPEAKER_03:  7 plus 9.
SPEAKER_03:  is 16 plus 6 for the lightning damage of fenthus.
SPEAKER_09:  So total of.
SPEAKER_03:  20.
SPEAKER_03:  Two.
SPEAKER_03:  And then...
SPEAKER_03:  Bye.
SPEAKER_03:  And then...
SPEAKER_09:  Almost have it here.
SPEAKER_03:  I lost an M plus 10 because of the sharp shooter.
SPEAKER_09:  Right, so 32.
SPEAKER_03:  And then...
SPEAKER_03:  the Bramble shot.
SPEAKER_03:  Oh no, and then sneak attack. Let's do that first.
SPEAKER_09:  Let's do that first. You can do that first.
SPEAKER_03:  Oh, that's great.
SPEAKER_03:  Um.
SPEAKER_03:  18 points of sneak attack.
SPEAKER_08:  Great.
SPEAKER_03:  and then the grumble shot.
SPEAKER_03:  is a grapple.
SPEAKER_03:  attack.
SPEAKER_09:  Does it Regional Day recommendation?
SPEAKER_03:  Well, yes.
SPEAKER_09:  Sorry, the timing of that. I know, I know. That's okay, but I can look up.
SPEAKER_03:  I know, I know.
SPEAKER_03:  Yeah, I think they're sisters. I don't think venthesis stats are on here.
SPEAKER_09:  I've got it here.
SPEAKER_09:  So it's DC 17.
SPEAKER_03:  woohoo
SPEAKER_03:  Thank y'all so much for emailing us at www.t Procedures For me, please subscribe!
SPEAKER_02:  So much math.
SPEAKER_03:  Hi! I'll tell you.
SPEAKER_10:  Well, let's say yes.
SPEAKER_10:  Here we go. Okay. We are reliant.
SPEAKER_09:  So three next to you, three to eight. The producing damage from that as well.
SPEAKER_10:  So three days to eat, three to eight.
SPEAKER_03:  That's well.
SPEAKER_09:  I've got land urgency.
SPEAKER_03:  Whoa, that's great! 16 plus 6 is 22 additional Pearson damage.
SPEAKER_09:  That's great.
SPEAKER_09:  room to advocate.
SPEAKER_09:  That is 72 points of damage to him on that one attack.
SPEAKER_09:  Get those out.
SPEAKER_09:  He does save against the Rola 28 for his strength saving throw. So he's not he's not restrained by it.
SPEAKER_09:  But he did take the name into his pretty nice. No. You did the additional, I think, damage in the air. You're good. All right, cool.
SPEAKER_03:  Not wrong.
SPEAKER_03:  So that's me.
SPEAKER_09:  Thank you for waiting for us, not one.
SPEAKER_09:  Appincies you're going.
SPEAKER_03:  That's what I can do. You lift your up.
SPEAKER_09:  You lift your up.
SPEAKER_07:  No.
SPEAKER_03:  panel.
SPEAKER_07:  dusty.
SPEAKER_02:  Did you move?
SPEAKER_07:  I did.
SPEAKER_03:  I did. I moved 60 feet.
SPEAKER_07:  I'm going to continue to glide. 5, 10, 15, 20, 25, 30. I want to kind of pop up next to...
SPEAKER_07:  uh, Scantar? The other hand? Oh, what the fuck is that?
SPEAKER_05:  Look at him.
SPEAKER_07:  Do you see the bacon?
SPEAKER_02:  I'm told that it's five feet down, five feet to the right, five feet down again, five feet to the left. Five feet down, five feet.
SPEAKER_03:  First we down five feet over. Five feet down five feet over.
SPEAKER_02:  That makes no sense.
SPEAKER_11:  That makes no sense! From the centre piece 5 feet down 5 feet over.
SPEAKER_07:  She'll bring it to us.
SPEAKER_07:  Yes! Alright!
SPEAKER_07:  I apologize, watch your step! I'm going to... I tell you.
SPEAKER_11:  Ha ha ha ha ha ha ha ha!
SPEAKER_11:  It was inevitable. Another campaign. I don't think it could be.
SPEAKER_07:  Another campaign.
SPEAKER_07:  I am, I'm sorry I tried to reach. We'll see you in a second. I want to...
SPEAKER_07:  Cast Earthquake
SPEAKER_02:  always goes well.
SPEAKER_07:  I want to cast earthquake.
SPEAKER_07:  That's 100 foot radius.
SPEAKER_07:  I think I'm going to do a little bit in front.
SPEAKER_07:  of the tower, kind of like here is.
SPEAKER_05:  Yes.
SPEAKER_07:  Um, oops.
SPEAKER_07:  House. No! I gave you time. I'm shaking.
SPEAKER_05:  I'm sorry. No. I'm sorry. I'm shit.
SPEAKER_07:  So there.
SPEAKER_07:  Maybe.
SPEAKER_07:  Frigging it out. Yeah.
SPEAKER_02:  begin.
SPEAKER_07:  I don't know.
SPEAKER_02:  I don't know.
SPEAKER_07:  I don't know.
SPEAKER_07:  I'm bringing it down.
SPEAKER_02:  Yeah, yeah.
SPEAKER_02:  Yeah you are.
SPEAKER_03:  ny
SPEAKER_02:  No! No! Go! Mine's not even a demo! It might not even go. It might not even go. Thank you, folks.
SPEAKER_03:  What have you done?
SPEAKER_09:  Thank you for watching.
SPEAKER_02:  Okay, powerful power.
SPEAKER_09:  So casting earthquake down.
SPEAKER_09:  We're all in good choices.
SPEAKER_10:  And enjoy.
SPEAKER_09:  under foot radius circle center and other points.
SPEAKER_09:  The gravity and higher air yet becomes difficult.
SPEAKER_07:  time is to wear.
SPEAKER_09:  So everything around becomes difficult terrain.
SPEAKER_07:  Where did you want to send him at lunch? Just in front of the tower a little bit.
SPEAKER_09:  from the tower there.
SPEAKER_09:  Hmm, okay.
SPEAKER_09:  Mm.
SPEAKER_07:  choice.
SPEAKER_09:  I'm supposed to wait.
SPEAKER_03:  I know, I know, I know, I know, I know, I know. I know, I know, I know. It's really bad. No, he's doing it.
SPEAKER_04:  like it.
SPEAKER_04:  I know, I know.
SPEAKER_11:  No, he's doing what we do, or he's trying to figure out the math because this is crazy.
SPEAKER_11:  She's the best.
SPEAKER_11:  We'll level.
SPEAKER_09:  So.
SPEAKER_11:  So.
SPEAKER_09:  Choose.
SPEAKER_03:  I did it.
SPEAKER_09:  Yeah, thizures can open up.
SPEAKER_09:  At the start of your next turn, not yet. The ground is shaking out.
SPEAKER_11:  You can figure it.
SPEAKER_09:  Um,
SPEAKER_09:  It is 50 bludging damage to any structure and contact with the ground, so everything in this...
SPEAKER_11:  contact with the group.
SPEAKER_09:  Everything here.
SPEAKER_03:  Feeling good?
SPEAKER_03:  I wonder...
SPEAKER_09:  So yeah, this.
SPEAKER_09:  tent is destroyed and the gentleman within scream.
SPEAKER_03:  I meant found disappear in this video like this.
SPEAKER_09:  finally tilt.
SPEAKER_09:  No, no. It's just...
SPEAKER_03:  It's just a little tent though. It's just fabric that fell down.
SPEAKER_09:  It's just bad.
SPEAKER_03:  Oh, go ahead.
SPEAKER_09:  You can put your arm on. Sorry, microphone. Very good.
SPEAKER_09:  That's 50 damage to all structures around here this turn. Everything's gonna shift cracks begin to appear in the parts that are stone in the parts that are metal.
SPEAKER_09:  I'm like a creaking horrible sound of like large swaths of metal just being to bend and shift It's it's points beginning to become weaker
SPEAKER_08:  That was about two right points of time. So that's 5d6 budgeting in the image to every creature that doesn't make it.
SPEAKER_09:  So, um.
SPEAKER_09:  At that point, go ahead and roll 5D6 damage.
SPEAKER_02:  We still haven't shown all the saves, right?
SPEAKER_02:  nice, adorable.
SPEAKER_03:  variable.
SPEAKER_02:  No, no.
SPEAKER_03:  Just wisdom.
SPEAKER_09:  moves ahead.
SPEAKER_07:  5.
SPEAKER_07:  10-14.
SPEAKER_09:  14. All right.
SPEAKER_09:  So the two guys are trying to run.
SPEAKER_09:  That is gonna be at 15DC, what's your departure DC?
SPEAKER_07:  feels 20.
SPEAKER_09:  20, okay, so fail fail they both take
SPEAKER_09:  that damage and then fall prone and are currently very rubble.
SPEAKER_09:  I think that.
SPEAKER_09:  Yeah, there's like...
SPEAKER_08:  Oh God!
SPEAKER_09:  Alrighty, that guy who is blinded and running is now screaming he also fails.
SPEAKER_09:  He falls and actually he gets crushed. He's gone from the blast earlier. So he's taken out.
SPEAKER_08:  He saved it.
SPEAKER_09:  and
SPEAKER_09:  The worm takes the damage but is unaffected. This is a fun picture.
SPEAKER_12:  This one attracted guy under a scrye. JCyet.
SPEAKER_09:  I'm gonna get there. It's okay.
SPEAKER_09:  It's a lot of rolling here to do it, however.
SPEAKER_09:  Yeah, fails to save, so War Act takes the damage. It was a what-a-giz.
SPEAKER_07:  for change.
SPEAKER_09:  continue.
SPEAKER_09:  both of the...
SPEAKER_09:  fail.
SPEAKER_09:  Jesus Christ, the tune of four. Both of the strikes up there fail.
SPEAKER_02:  May be saying
SPEAKER_03:  What was your damage that you want?
SPEAKER_07:  It's on a lot. 14.
SPEAKER_09:  14-14, but they're both not to prone and they are buried and rumbled.
SPEAKER_07:  Here up.
SPEAKER_09:  So we'll both just kind of get...
SPEAKER_02:  How many rocks?
SPEAKER_11:  We're a little bad!
SPEAKER_02:  coffee fortune battle
SPEAKER_11:  Yeah. Yeah.
SPEAKER_11:  Somewhere there's a Michael's just like we're out on rocks man. I don't know
SPEAKER_09:  Out of the rush, man, I don't know.
SPEAKER_09:  That guy's there.
SPEAKER_09:  fails and he gets fresh on the ground.
SPEAKER_05:  Go ahead.
SPEAKER_11:  said we can see the s slime and the
SPEAKER_11:  This is a dummy, man. Lunchbox. I picked up the wrong one. I picked up the wrong one.
SPEAKER_09:  This is the first radius, this is the first. The 95th. Percy is just outside of Rio. Yeah!
SPEAKER_05:  Bye!
SPEAKER_03:  Thanks for watching,water.
SPEAKER_09:  The thought eaters, they're not in contact with the ground.
SPEAKER_05:  palm
SPEAKER_03:  Oh, oh great.
SPEAKER_09: uranGamers. So
SPEAKER_09:  See you guys. Bye.
SPEAKER_12:  See you next time.
SPEAKER_03:  Oh yeah, you're gonna lose it.
SPEAKER_12:  That's not how over there close.
SPEAKER_03:  how floats the floats.
SPEAKER_03:  And then
SPEAKER_03:  What about the...
SPEAKER_09:  Oh, I miss right now.
SPEAKER_09:  I missed your note. That's how I...
SPEAKER_08:  pretty nice.
SPEAKER_09:  This guy is still just on the ground. Those guys are still knock-pro. They don't think any damage is just all knock-pro. If the building falls on them from the strength, that's where it gets pulled in. Sorry, it's been a while since I'm doing the North Quakes Belt.
SPEAKER_05:  If they get it.
SPEAKER_08:  I'll get that too. That's all twice.
SPEAKER_09:  That also means everybody's down over there.
SPEAKER_09:  Professor.
SPEAKER_02:  PLAYING
SPEAKER_02:  So just next people problem doesn't.
SPEAKER_09:  actually cause.
SPEAKER_09:  No, it's not a building. Right, so buildings and structures can do if they fall then it doesn't. That's great. So.
SPEAKER_03:  If it's in a building. Right. See you, bro.
SPEAKER_03:  What about this blind thought?
SPEAKER_09:  line.
SPEAKER_09:  He rolls in at 18, 21, which exceeds, so he's fine.
SPEAKER_03:  I'm going to find my lore in the fell off the stairs. Does he fall off the second level? He's already fell off the second level.
SPEAKER_09:  This is already perfect.
SPEAKER_09:  Oh wow. The natural three he does.
SPEAKER_05:  Yay! Yay! Who's going? Oh!
SPEAKER_09:  Can he falls off?
SPEAKER_12:  I hate that.
SPEAKER_05:  Go!
SPEAKER_09:  What is it?
SPEAKER_06:  you do in the world.
SPEAKER_06:  I'm gonna tell you about this life is there.
SPEAKER_09:  I'll tell you.
SPEAKER_05:  and then slide this in.
SPEAKER_06:  See you in the next one.
SPEAKER_09:  I succeed to maintain standing up that by the end. Also succeed. Those two are first to succeed.
SPEAKER_05:  It's insane. It's insane. It's insane. I'm standing out. That by Lauren.
SPEAKER_09:  They have to tell you just kind of a drostled round right. Scammer over to make a dick 30 or sorry, a...
SPEAKER_07:  it will be terrible!
SPEAKER_09:  Drink them through a...
SPEAKER_09:  See you next year, buddy. If spare your
SPEAKER_02:  You got freedom of movement? Oh, I rolled a 10, but I have freedom of movement.
SPEAKER_02:  Which means something.
SPEAKER_09:  It means you're immune to becoming a pro and then everything's here.
SPEAKER_07:  scared.
SPEAKER_07:  Yeah, it can't be on our down.
SPEAKER_07:  Okay, through the terrain.
SPEAKER_09:  So this is right there. Sixeeds, the last 19th. Stop pausing though.
SPEAKER_11:  right there.
SPEAKER_09:  put its exploitation
SPEAKER_09:  So, my actual 20 on that, so he's fine. And then...
SPEAKER_09:  END
SPEAKER_09:  And Scratch. I'm not gonna describe it. I'm not gonna describe it.
SPEAKER_12:  just
SPEAKER_09:  Scrag? Fails. Oh my god!
SPEAKER_05:  Oh my god!
SPEAKER_09:  falls prone onto the ground. There's the legs kind of, it just crumples out. It's how it's way on it.
SPEAKER_01:  It's how it would be on it. Yeah.
SPEAKER_09:  The...
SPEAKER_09:  The Shriq that succeeded, I will say, gets partially crushed by it. Yes. He's going to try and make a no. He fails to deck safe, so he takes...
SPEAKER_05:  Yes.
SPEAKER_09:  16 point he gets crashed he's dead.
SPEAKER_05:  that.
SPEAKER_12:  Hello, 60 feet of Leo.
SPEAKER_12:  He is. She will use it's not a reaction keeper of souls and I will steal his number of hit dice on his life force to myself.
SPEAKER_05:  Oh, great. Oh, that is cool. Yeah, that was a-
SPEAKER_09:  Oh, that is cool!
SPEAKER_09:  That would be...
SPEAKER_09:  peace of the world
SPEAKER_09:  eight
SPEAKER_12:  Okay, I got it. Thank you.
SPEAKER_09:  that's a, yeah, well, mother had that. Whoa. Yeah. All righty, it's structures all crack. You watch as the tower itself, which is fairly resilient and it's structure kind of like, shakes as it does. The bloody bridge kind of flickers, and you see two points in its base, begin to, shh, shh, like, tense.
SPEAKER_11:  Whoa.
SPEAKER_09:  It is certainly affecting the tower.
SPEAKER_09:  So you cast first grade and anything else in your turn?
SPEAKER_05:  Can you.
SPEAKER_09:  All right.
SPEAKER_07:  That's how it says that's what I do. I did. Can I do this one? That's what I do. That's what I do. That's what I do.
SPEAKER_09:  This is what I do. I did move. I moved. I did move. That's what I do. Okay. All right, that finishes. Let's go. I have it. Scrag. Gets back up using half as moving to do so.
SPEAKER_05:  Let's go. Here we go.
SPEAKER_09:  is going to turn.
SPEAKER_09:  Step over this guy.
SPEAKER_09:  We'll get close enough to this edge here.
SPEAKER_09:  we are going to go for a Star radial
SPEAKER_05:  would bear on me.
SPEAKER_09:  He's bare back. And he's going to go ahead and strike it. Do it in your elemental form.
SPEAKER_05:  Get used when you're old
SPEAKER_05:  both of them are pickled. Presented to prevent the selecting. I jost Phoenix on the
SPEAKER_09:  That's right.
SPEAKER_09:  First, you can see if it gets too spicy.
SPEAKER_05:  unprecedented
SPEAKER_09:  He does get his croding spray back.
SPEAKER_11:  I'm going for the 13th grade.
SPEAKER_09:  So that's going to go ahead and... He's over in Chondor. So the razor mandibles against you? I've got a lot of red. That's going to be a 20 to hit. It's.
SPEAKER_11:  So that's gonna go ahead.
SPEAKER_09:  All right.
SPEAKER_11:  I need to knat 20 or kill some of them. I'm getting smashed.
SPEAKER_03:  indifferent
SPEAKER_07: ate your first..
SPEAKER_07:  Thanks, Mersh. I am.
SPEAKER_09:  28 points of piercing damage to you.
SPEAKER_09:  which is reduced to half in the elemental form, right?
SPEAKER_07:  Oh, because it's like just bludgeoning, right?
SPEAKER_09:  What'd you name right? Correct.
SPEAKER_07:  Yes, I have reasons for it.
SPEAKER_09:  Please, it's 14 to you.
SPEAKER_09:  and then you take
SPEAKER_09:  That's so clever.
SPEAKER_09:  If you take 22 points of acid damage.
SPEAKER_07:  22.
SPEAKER_09:  Correct.
SPEAKER_07:  Bye.
SPEAKER_09:  then when you strike it you form more times to the serager mandibles.
SPEAKER_09:  It does not have disadvantages anymore because that's spelled or up. So we should know what's going on here.
SPEAKER_09:  Okay, so...
SPEAKER_09:  This is 14 hit.
SPEAKER_07:  No.
SPEAKER_09:  does 16 hit.
SPEAKER_07:  No.
SPEAKER_09:  Alright, there's a 22 hit.
SPEAKER_07:  Yes.
SPEAKER_09:  This is a 26-inch.
SPEAKER_07:  Yes.
SPEAKER_09:  So two of those strikes get to you.
SPEAKER_09:  That's going to be...
SPEAKER_09:  There.
SPEAKER_09:  25 points of slashing damage reduced to 12.
SPEAKER_09:  And...
SPEAKER_09:  22 points of slashing image reduced to 11.
SPEAKER_09:  and then it's going to finish another coating spray.
SPEAKER_07:  God!
SPEAKER_09:  and is going to unleash a massive pouring of acid.
SPEAKER_09:  Towards this way, that's going to spray.
SPEAKER_11:  Oh, a lot of people.
SPEAKER_09:  Uh, yeah, that's gonna get... That's not mad. He lives it. It's going to get, it is not magical. It's gonna get Scanlan. It's gonna get Liev Talon, and it's going to get your planetar.
SPEAKER_03:  I guess I thought he'd her as well.
SPEAKER_03:  One look.
SPEAKER_09:  So for that,
SPEAKER_09:  I'm going to go ahead and roll.
SPEAKER_09:  Be brave.
SPEAKER_04:  and grab some of it.
SPEAKER_10:  Yes.
SPEAKER_05:  F***!
SPEAKER_10:  I forgot about her. Come on.
SPEAKER_09:  35 points of acid damage. We're looking at here. So let's go ahead and do deck saves.
SPEAKER_07:  Natural 20. That's right. Yeah.
SPEAKER_09:  That's what I am. Half, uh, I should damage that, so I have to hit five. I'm going to be 17.
SPEAKER_07:  She's so nice.
SPEAKER_09:  Alright, it's game with 14.
SPEAKER_09:  35 points to ask the damage to you.
SPEAKER_09:  Constellation saving throw to see if you maintain your big beast or sorry here's
SPEAKER_02:  pursuant
SPEAKER_07:  See you in the next one.
SPEAKER_02:  I could advantage on this rollover. It's work-assured.
SPEAKER_07:  Come on, come on, come on.
SPEAKER_02:  What do I do? 16 plus stuff. Constitution saving throw. Constitution saving throw.
SPEAKER_07:  Today.
SPEAKER_07:  I see.
SPEAKER_02:  21.
SPEAKER_09:  Yeah, here.
SPEAKER_09:  The effects.
SPEAKER_12:  Leo is telesh Leo is teleshifted with the 22 the planer ally failed and is going to go by by Okay, so the planer ally
SPEAKER_09: force.
SPEAKER_12:  rev improvement frame and the
SPEAKER_09:  It is all.
SPEAKER_12:  It's a bird.
SPEAKER_09:  into ...
SPEAKER_09:  Okay, so I'm gonna go.
SPEAKER_12:  and half of 22 for the...
SPEAKER_12:  theories on it.
SPEAKER_09:  35, 35, 13, 17. Okay, thanks.
SPEAKER_12:  3.537.
SPEAKER_09:  Let's finish it. Scrag's turn.
SPEAKER_09:  It is now.
SPEAKER_09:  And we found the 20 mark on the initiative.
SPEAKER_09:  and then the arrival of...
SPEAKER_03:  every turn and return more and we're gonna come.
SPEAKER_09:  We shouldn't make that ladder go away to these into a merge.
SPEAKER_11:  Go away.
SPEAKER_03:  We should.
SPEAKER_09:  there.
SPEAKER_05:  all the new blogs, and now it's a really good feature, so the
SPEAKER_02: weights. haha
SPEAKER_05:  Not bad. Not bad.
SPEAKER_09:  Alright.
SPEAKER_09:  go a strong minute or a raisecourse
SPEAKER_09:  It's funny after the last attack on this, they've reinforced a few things. They learned from the last couple of them.
SPEAKER_05:  It's funny after the last attack.
SPEAKER_06:  And...
SPEAKER_02:  He'll learn.
SPEAKER_09:  we can get it.
SPEAKER_06:  until you can find those there.
SPEAKER_02:  turn.
SPEAKER_06:  Close the Instagram turn.
SPEAKER_02:  Thank you, and guys. Thank you,abolic.
SPEAKER_06:  I think technically since the birds are within 10 feet that I can force them to make a deck save again.
SPEAKER_08:  deck safe.
SPEAKER_06:  Is it on your turn to happen? Is it the end? If they're still in that position at the end of their turn.
SPEAKER_06:  Okay, then yeah. Yeah, yeah, yeah, we decided to do that in 19 decks.
SPEAKER_09:  Okay, then yeah. Yeah, yeah, we decided.
SPEAKER_09:  Let's go and I'll say there they're technically like right here.
SPEAKER_06:  uh... as i was in ten feet or even move out of it no he's he'll pass it
SPEAKER_09:  No, he's too massive. He's doable.
SPEAKER_06:  Yeah, I guess I can.
SPEAKER_09:  A OZO doesn't get hit, but the... but Scrag him.
SPEAKER_06:  on the triple check, but I'm pretty sure, read it five times.
SPEAKER_02:  This is a bit of a pickle.
SPEAKER_06:  Don't you mean?
SPEAKER_06:  you just need to...
SPEAKER_06:  coming together.
SPEAKER_06:  or ends its turn there. You can force the creature to make a deck so you can see it. All right, so.
SPEAKER_09:  Alright, so, Scrag, well that's our natural two.
SPEAKER_09:  Okay, that's a fail.
SPEAKER_06:  Yeah, so it's the same again. It's five five D 10 go for it.
SPEAKER_06:  That was not great. Two, five, seven, four, two. Twenty-one. Up your nerves. Slashing. All right.
SPEAKER_06:  . . . . .
SPEAKER_09:  Got him. Okay. All right, so that finishes that go there. The 20 rival, both of those begin to arrive. I'm really, really low for that arrival too. But more of the right Lawrence are starting to arrive across the bloody bridge.
SPEAKER_09:  Also, the towers that were flickering up in this space.
SPEAKER_05:  Do you know what I meant? Come on, come on.
SPEAKER_09:  Yep, this one here.
SPEAKER_09:  It's going to attempt to...
SPEAKER_05:  Okay, good. Good, good. Yeah, yeah.
SPEAKER_05:  That's a great hit, man!
SPEAKER_09:  Okay, yeah, the face in person. So on that point, the weave mind through the tower are going to attempt to slam you to the ground. I need you to make a charisma saving throw. A riddle.
SPEAKER_08:  Okay, yeah.
SPEAKER_03:  Karisma! Karisma!
SPEAKER_10:  Advantage of the stink.
SPEAKER_03:  I get advantage of my Christmas.
SPEAKER_10:  Thank you. Thank you.
SPEAKER_05:  This is your fight. It's okay.
SPEAKER_05:  Set.
SPEAKER_05:  Alright.
SPEAKER_09:  Which is basic resume is not mentioned in my BA project.
SPEAKER_03:  19.
SPEAKER_09:  19. Bells.
SPEAKER_09:  As the orb begins to flicker up, you see the spectral image of where the weave might figure is kind of reach. It's long, and kind of spindly fingers out in your way. And then kind of do this.
SPEAKER_09:  and you feel your hands move the broom.
SPEAKER_09:  The under control straight down, you go full speed.
SPEAKER_09:  Into the ground with all of your intent and the broom speed so you take that it is 60 feet down for you are Actually, let's let's
SPEAKER_12:  And, we go...
SPEAKER_03:  I can't like try to jump off in the last second.
SPEAKER_09:  Unfortunately, no 50 feet. That's that is 5d6
SPEAKER_03:  50 filament
SPEAKER_09:  Wasn't even damaged.
SPEAKER_03:  I'm gonna try to use like...
SPEAKER_09:  It's random.
SPEAKER_03:  It's one of my rogue abilities, like, evasion or whatever the other thing is.
SPEAKER_09:  enough this one unfortunately.
SPEAKER_03:  Andy Dodge.
SPEAKER_09:  It was decked maybe.
SPEAKER_03:  Can I use...
SPEAKER_02:  rules lawyer feature to
SPEAKER_09:  You take 18 points of bludgeoning damage and you are prone to the ground. It's not on the ground.
SPEAKER_10:  on the ground.
SPEAKER_09:  Sorry man, it's my favorite. It's my favorite. It's my favorite.
SPEAKER_10:  Sorry.
SPEAKER_03:  And he's my favorite. He's my favorite. He's my favorite.
SPEAKER_03:  I'm okay. I'm okay. I didn't break the broom.
SPEAKER_09:  No, the broom is not broken, but the broom kind of like scatters off about five feet from you. It's a great next to you, but you were like, dazed for a second.
SPEAKER_05:  wiping your
SPEAKER_09:  This right here that's kind of our hand.
SPEAKER_05:  Half
SPEAKER_09:  It's gonna go ahead and attempt to...
SPEAKER_09:  fire in arcane psychic bolt at Pike across the way.
SPEAKER_02:  Where did I land?
SPEAKER_02:  You're sort of between the big monster.
SPEAKER_09:  The big monster in the cradle thing. It's a 20 hit you.
SPEAKER_09:  No, you see it far enough away and it blasts in these a crater in the ground where it impacted. Like some sort of strange force was just focused like a massive magnifying glass that impacted where you were standing before you duck out of the way and it explodes next to you. That's gonna finish the...
SPEAKER_09:  20 initiative.
SPEAKER_09:  We have to.
SPEAKER_09:  you have.
SPEAKER_12:  There's no other people for me. Percy Moyn, back skill at everybody. What's up?
SPEAKER_09:  There's no other people for me. Percy Moyn, back skill at everybody. What's up?
SPEAKER_03:  Was that a spell targeting me at Wabius Bell attack with that orb take radiant damage?
SPEAKER_12:  when we said that, it had a
SPEAKER_11:  No, no, please take.
SPEAKER_09:  Hello, go ahead and roll me an image.
SPEAKER_03:  Okay we'll sign it back.
SPEAKER_03:  10 points of rate of damage to the order.
SPEAKER_09:  That's so big OO
SPEAKER_09:  They don't bother to contribute because of the orb-tiff.
SPEAKER_09:  Flicker off with 30 in damage.
SPEAKER_09:  It takes it, but it doesn't take it fully.
SPEAKER_03:  That's it.
SPEAKER_09:  Not quite as...
SPEAKER_05:  done.
SPEAKER_09:  vulnerable to the...
SPEAKER_12:  In effect. But, the F? All right, Leo will stand somewhat battered. I think you said this area is difficult to rain, but she cast free movement on herself, so that doesn't affect her.
SPEAKER_05:  Mm-hmm.
SPEAKER_12:  half a room to stand. I will have her trudge her last bit of 15 a moment on a diagonal towards the rear of this thing. OK.
SPEAKER_12:  also just trying to get away from the mayhem. Sure. Honesty walks, she says, I left Raven's crest for this purpose.
SPEAKER_13:  Lady, I am here to serve your will.
SPEAKER_13:  Your champion's prison lies before me.
SPEAKER_13:  unlock his photos.
SPEAKER_13:  and pull that beacon.
SPEAKER_12:  to me and I will use divine intervention.
SPEAKER_05:  I'm just seeing the matron chirp red.
SPEAKER_12:  I'm just seeing the matron chirp rip, the beacon free of this thing and deliver it into my hands.
SPEAKER_09:  So.
SPEAKER_09:  The towers it stands, the structural damage that it sustained was fairly substantial, but it still holds pretty strong. It's a very well-reinforced tower. As these mutterings escape your lips, they have talent.
SPEAKER_09:  The brightness of the sunburst must round that is faded now. Seems to be...
SPEAKER_09:  and soon with the shadow.
SPEAKER_09:  Darkness, like an eclipse, seems to darken this space in the middle. As it does, you see what looks like black unfurling tethers of silk kind of form.
SPEAKER_09:  from this kind of shapeless shadow.
SPEAKER_09:  And as it does, you watch as hundreds of ravens.
SPEAKER_09:  scatter out from this dark space, the sound of their calling, just causing this terrifying din that overshadows any other horrifying sounds of the battlefield around you, as they scatter out. You watch as they cling entirely. The entire tower now looks like it's made of black ravens, shifting and undulating as their wings flap and move, and you just see the hundreds of little red glowing beating eyes of them as they cling to it. As that happens, the tower seems to shift again.
SPEAKER_08:  as.
SPEAKER_09:  a central cluster of them burst outward and just evaporate, leaving just a section of the tower exposed, where you see the cracked housing has now pulled open slightly, and you see this strange, purplish gray glow. Like now exposed to the air, more ravens delve in.
SPEAKER_09:  They get disintegrated as well and with each cluster of this cloud pushing inward more of the towers like an armored central core around this
SPEAKER_09:  Strange ancient relic that seems to be the one of the major power sources for this tower is exposed further and further. Until the final bits of the tower that surround it, like the armored edge of it, are pulled away with the last cluster ravens themselves being destroyed along with it. Now...
SPEAKER_09:  You see the tower stands, but the central part of its midsection is just framework.
SPEAKER_09:  Strange Arcana.
SPEAKER_09:  machinery and...
SPEAKER_09:  The dodecahedron-shaped beacon kind of just floating in space right there.
SPEAKER_09:  It has been left exposed.
SPEAKER_12:  unfold.
SPEAKER_12:  Okay, so just to clarify, that was beautiful. I loved every second, but I said deliver it to me, but it's the the divine I said love y'all order
SPEAKER_10:  I said I love y'all what I ordered.
SPEAKER_12:  I didn't know if this shows a nerve, but I know that you...
SPEAKER_13:  I'm not going to finish those in words, but I know that.
SPEAKER_12:  measure how much a little divine intervention does. So it's covering in space, right?
SPEAKER_09:  Yes.
SPEAKER_09:  Every, yeah, it has been delivered to people. To be the part. Yes, yes, yes, yes. And with your friends. And has provided you an absence of resistance at the moment.
SPEAKER_10:  And with your...
SPEAKER_03:  And where is it?
SPEAKER_09:  Like this purple glow right there. Okay, this is the height of where it sits. The height of my feet down.
SPEAKER_03:  Investigators, explosions, wind, and weather.
SPEAKER_03:  Okay, after this.
SPEAKER_09:  I don't know. It's not good. I'm just...
SPEAKER_09:  back and a little back.
SPEAKER_11:  And to the...
SPEAKER_12:  Left. Yes. And then I will use a bonus action to cast healing word on myself. All right. At their level. Go for it.
SPEAKER_02:  in all of that destruction of the tower. Do we see the...
SPEAKER_02:  Do we see the Vax or worse? That's somewhere else. Oh my god.
SPEAKER_11:  We gotta do this first anyway.
SPEAKER_11:  I know, but...
SPEAKER_02:  So I want to say.
SPEAKER_09:  a bit.
